"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"List #11. Login online, disable radios, tap first Accept. Record sheet vs offline copy vs silent no-op. Do not Confirm. Do not tap Decline.","53917","Edge-2: Accept while offline shows feedback, no crash","L2B Vendor Quick Booking edges — rental owner 9000000001","Fri Sep 18 16:28:03 IST 2026","passed","Fri Sep 18 16:28:57 IST 2026","com.l2b.vendor.modules.quickbooking.presentation.tests.QuickBookingEdgeCasesTest","Quick Booking edge cases","com.l2b.vendor.modules.quickbooking.presentation.tests.QuickBookingEdgeCasesTest","acceptWhileOfflineShowsFeedback"
"Type 01, terminateApp + activateApp without pm clear. Record landing. Expected reset: language / carousel / empty Sign up, not a filled OTP.","12038","Case 19: Force-kill + relaunch mid-entry — expected reset","L2B Vendor","Thu Sep 17 16:48:44 IST 2026","passed","Thu Sep 17 16:48:56 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.OTPScreenTest","09 OTP screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.OTPScreenTest","forceKillRelaunchMidEntryResets"
"Don't allow → app does not crash; first-launch continues to language.","2492","Notification permission DENY","L2B Vendor","Thu Sep 17 16:10:45 IST 2026","passed","Thu Sep 17 16:10:48 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.SplashScreenTest","00 Splash screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.SplashScreenTest","notificationPermissionDeny"
"Happy path: Next → Get started → Sign up. Does not send OTP.","10955","Case 4: Get started on slide 2 opens Sign up","L2B Vendor","Thu Sep 17 16:18:43 IST 2026","passed","Thu Sep 17 16:18:54 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.OnboardingCarouselTest","07 Onboarding carousel edges","com.l2b.vendor.modules.onboarding.presentation.tests.OnboardingCarouselTest","getStartedOnSlideTwoGoesToSignUp"
"Tap Close. Observed: Home behind Request to extend time (BUGS_FOUND #15). Do not tap Accept/Decline.","14044","Landing-9: Close — named landing (Home or extend-time dialog)","L2B Vendor Quick Booking landing — rental owner 9000000001","Fri Sep 18 15:44:19 IST 2026","passed","Fri Sep 18 15:44:33 IST 2026","com.l2b.vendor.modules.quickbooking.presentation.tests.QuickBookingLandingTest","Quick Booking landing","com.l2b.vendor.modules.quickbooking.presentation.tests.QuickBookingLandingTest","closeReturnsToHome"
"List #10. Two clickGestures on first Decline. One Decline Booking? dialog, no crash. Cancel the dialog. Do not tap Accept.","50791","Decline-3: Rapid double-tap Decline opens one reason dialog","L2B Vendor Quick Booking decline — rental owner 9000000001","Fri Sep 18 16:23:39 IST 2026","passed","Fri Sep 18 16:24:30 IST 2026","com.l2b.vendor.modules.quickbooking.presentation.tests.QuickBookingDeclineTest","Quick Booking decline","com.l2b.vendor.modules.quickbooking.presentation.tests.QuickBookingDeclineTest","rapidDoubleTapDeclineOpensOneDialog"
"Cold start, first-launch to OTP, 1234. Record whether Quick Booking appears before Home.","26936","Discovery: 9000000001 rental company after OTP","L2B Vendor Quick Booking landing discovery","Fri Sep 18 11:59:15 IST 2026","passed","Fri Sep 18 11:59:42 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.QuickBookingLandingDiscovery","Discovery 9000000001","com.l2b.vendor.modules.onboarding.presentation.tests.QuickBookingLandingDiscovery","observeRentalCompany0001"
"On first land, resend must be OTP Resend in Ns and not enabled/clickable.","8628","Case 11: Resend disabled during countdown","L2B Vendor","Thu Sep 17 16:42:33 IST 2026","passed","Thu Sep 17 16:42:41 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.OTPScreenTest","09 OTP screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.OTPScreenTest","resendDisabledDuringCountdown"
"5432109876 + terms. Record whether the app rejects 0-5 prefix or enables Get OTP.","16117","Case 10: Leading 5 (5432109876) — 6-9 prefix enforced or not","L2B Vendor","Thu Sep 17 16:32:02 IST 2026","passed","Thu Sep 17 16:32:18 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.SignUpTest","08 Sign up screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.SignUpTest","leadingFiveEnablesOrBlocksGetOtp"
"9000000017 + 1234. pending_vendor_acceptance orders must open Quick Booking with Order Placed / Pickup scheduled / Accept / Decline. Do not tap Accept/Decline.","9642","Case 5: Material pending_vendor_acceptance lands on Quick Booking","L2B Vendor Quick Booking","Fri Sep 18 12:29:49 IST 2026","passed","Fri Sep 18 12:29:59 IST 2026","com.l2b.vendor.modules.bookings.presentation.tests.QuickBookingTest","Quick Booking isolated","com.l2b.vendor.modules.bookings.presentation.tests.QuickBookingTest","materialPendingLandsOnQuickBooking"
"9000000017 on Quick Booking. Tap Close. Must reach Home, not OTP. Do not tap Accept/Decline.","10275","Case 6: Material Quick Booking Close goes to Home","L2B Vendor Quick Booking","Fri Sep 18 12:30:13 IST 2026","passed","Fri Sep 18 12:30:23 IST 2026","com.l2b.vendor.modules.bookings.presentation.tests.QuickBookingTest","Quick Booking isolated","com.l2b.vendor.modules.bookings.presentation.tests.QuickBookingTest","materialCloseGoesToHome"
"Wait until OTP Resend in Ns reaches 0 (or 75s). Then type 0000. Record error copy.","68465","Case 9: After resend timer, submit — expired vs wrong copy","L2B Vendor","Thu Sep 17 16:41:07 IST 2026","passed","Thu Sep 17 16:42:15 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.OTPScreenTest","09 OTP screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.OTPScreenTest","afterTimerSubmitRecordsExpiredOrWrong"
"Open OTP, BACK. If still on OTP (keyboard), BACK again. Record landing. Play Store is force-stopped first so recents leftover is not the landing.","11215","Case 16: Device Back from OTP — named landing, no crash","L2B Vendor","Thu Sep 17 16:47:58 IST 2026","passed","Thu Sep 17 16:48:10 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.OTPScreenTest","09 OTP screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.OTPScreenTest","androidBackFromOtpDoesNotCrash"
"If portrait-locked, stay portrait and do not crash. Landscape layout is not asserted when locked.","2794","Rotation during splash","L2B Vendor","Thu Sep 17 16:10:57 IST 2026","passed","Thu Sep 17 16:11:00 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.SplashScreenTest","00 Splash screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.SplashScreenTest","rotationDuringSplash"
"Three clickGestures on Close. Observed: Home profile drawer (BUGS_FOUND #14).","12432","0001-9: Rapid triple Close — named landing, no crash","L2B Vendor Quick Booking — rental company 9000000001","Fri Sep 18 14:49:15 IST 2026","passed","Fri Sep 18 14:49:27 IST 2026","com.l2b.vendor.modules.bookings.presentation.tests.quickbooking.RentalCompanyQuickBookingTest","Rental company Quick Booking","com.l2b.vendor.modules.bookings.presentation.tests.quickbooking.RentalCompanyQuickBookingTest","rapidCloseDoesNotCrash"
"Fill QA phone + terms while online, disable radios, tap Get OTP. Record actual UI. Must not crash. Radios restored in AfterMethod.","8768","Case 18: No network on Get OTP — error/retry, no crash","L2B Vendor","Thu Sep 17 16:36:33 IST 2026","passed","Thu Sep 17 16:36:42 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.SignUpTest","08 Sign up screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.SignUpTest","noNetworkOnGetOtpShowsErrorNotCrash"
"Type valid number, check terms, rotate. Record orientation, phone text, Get OTP enabled.","21898","Case 21: Rotation mid-entry — number and terms survive","L2B Vendor","Thu Sep 17 16:36:58 IST 2026","passed","Thu Sep 17 16:37:19 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.SignUpTest","08 Sign up screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.SignUpTest","rotationMidEntryPreservesPhoneAndTerms"
"After scrolling, each visible Accept has a matching Decline. Do not tap them.","47106","Landing-5: Accept/Decline stay on the correct card after scroll","L2B Vendor Quick Booking landing — rental owner 9000000001","Fri Sep 18 15:31:26 IST 2026","passed","Fri Sep 18 15:32:14 IST 2026","com.l2b.vendor.modules.quickbooking.presentation.tests.QuickBookingLandingTest","Quick Booking landing","com.l2b.vendor.modules.quickbooking.presentation.tests.QuickBookingLandingTest","acceptDeclineStayOnCorrectCardAfterScroll"
"Back without Allow/Deny → dialog gone, app does not hang on GrantPermissionsActivity.","2665","Notification permission dismissed with Back","L2B Vendor","Thu Sep 17 16:10:52 IST 2026","passed","Thu Sep 17 16:10:54 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.SplashScreenTest","00 Splash screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.SplashScreenTest","notificationPermissionDismissed"
"Clipboard 99999999 + PASTE. Field length must be <= 4. No crash.","9408","Case 6: Paste longer than 4 digits — truncated or rejected","L2B Vendor","Thu Sep 17 16:40:29 IST 2026","passed","Thu Sep 17 16:40:38 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.OTPScreenTest","09 OTP screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.OTPScreenTest","pasteLongerThanRequiredTruncatedOrRejected"
"List #14. No API mock in this black-box suite. Covered in spirit by offline Accept/Decline.","4","Edge-3: API/server failure feedback — blocked without mock","L2B Vendor Quick Booking edges — rental owner 9000000001","Fri Sep 18 16:29:34 IST 2026","skipped","Fri Sep 18 16:29:34 IST 2026","com.l2b.vendor.modules.quickbooking.presentation.tests.QuickBookingEdgeCasesTest","Quick Booking edge cases","com.l2b.vendor.modules.quickbooking.presentation.tests.QuickBookingEdgeCasesTest","apiFailureShowsUserFeedback"
"List #13. Open Decline Booking?, pick a reason, disable radios, tap dialog Decline. Record offline copy vs silent no-op. Radios restored in AfterMethod. Do not tap Accept.","20861","Decline-4: Network drop during Decline shows feedback, no crash","L2B Vendor Quick Booking decline — rental owner 9000000001","Fri Sep 18 16:25:06 IST 2026","passed","Fri Sep 18 16:25:27 IST 2026","com.l2b.vendor.modules.quickbooking.presentation.tests.QuickBookingDeclineTest","Quick Booking decline","com.l2b.vendor.modules.quickbooking.presentation.tests.QuickBookingDeclineTest","networkDropDuringDeclineShowsFeedback"
"Dump-sourced: English row shows the Default badge. CheckBox checked is recorded if UiAutomator exposes it; dumps often leave checked=false on all four boxes.","8657","Case 1: Default English is pre-selected on first load","L2B Vendor","Thu Sep 17 16:11:43 IST 2026","passed","Thu Sep 17 16:11:52 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.LanguageScreenTest","00b Language screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.LanguageScreenTest","defaultEnglishPreselectedOnFirstLoad"
"Empty EditText + terms tap. Get OTP outer View must stay enabled=false.","13830","Case 4: Empty phone field leaves Get OTP disabled","L2B Vendor","Thu Sep 17 16:30:19 IST 2026","passed","Thu Sep 17 16:30:33 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.SignUpTest","08 Sign up screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.SignUpTest","emptyFieldLeavesGetOtpDisabled"
"9000000001 + 1234. First visible pending card: SKU, online amount, site, Timer. Do not tap Accept/Decline.","46930","0001-5: First pending card content after login","L2B Vendor Quick Booking — rental company 9000000001","Fri Sep 18 14:41:03 IST 2026","passed","Fri Sep 18 14:41:50 IST 2026","com.l2b.vendor.modules.bookings.presentation.tests.quickbooking.RentalCompanyQuickBookingTest","Rental company Quick Booking","com.l2b.vendor.modules.bookings.presentation.tests.quickbooking.RentalCompanyQuickBookingTest","firstPendingCardContentAfterLogin"
"Tap the footer. Do not automate the Customer app. Pass = process alive + a named landing (still Vendor carousel/signup, another package, Play Store, or browser).","10594","Case 5: Are you Customer? does not crash; landing screen is identifiable","L2B Vendor","Thu Sep 17 16:19:10 IST 2026","passed","Thu Sep 17 16:19:20 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.OnboardingCarouselTest","07 Onboarding carousel edges","com.l2b.vendor.modules.onboarding.presentation.tests.OnboardingCarouselTest","areYouCustomerRedirectDoesNotCrash"
"Measure the live EditText bounds in px and dp. Count child box nodes. Dump landscape XML.","11130","OTP EditText dump sizing portrait vs landscape","L2B Vendor","Thu Sep 17 16:51:27 IST 2026","passed","Thu Sep 17 16:51:38 IST 2026","com.l2b.vendor.modules.onboarding.presentation.tests.OTPScreenTest","09 OTP screen edges","com.l2b.vendor.modules.onboarding.presentation.tests.OTPScreenTest","otpFieldSizingFromDump"
